date,attributedDetailPageViewsClicks14d,attributedPurchases14d,adGroupId,advertiserName,productName,productCategory,productSubcategory,brandHaloAttributedPurchases14d,brandHaloUnitsSold14d,attributedNewToBrandSales14d,attributedAddToCartClicks14d,brandHaloNewToBrandPurchases14d,brandName,marketplace,brandHaloAttributedSales14d,campaignId,brandHaloNewToBrandUnitsSold14d,productAsin,productConversionType,attributedNewToBrandUnitsSold14d,brandHaloAttributedAddToCartClicks14d,attributedNewToBrandPurchases14d,unitsSold14d,productGroup,brandHaloNewToBrandSales14d,publisher,brandHaloDetailPageViewsClicks14d,attributedSales14d
20260323,3,0,2026 SDD,Spigen DE Direct,Spigen iPhone 17 Pro Hülle [2025 Upgrade Kamerasteuerung] Ultra Hybrid T MagFit Case Handyhülle Transparent Kompatibel mit MagSafe –Matte Black,,,0,0,0,0,0,Spigen,AMAZON_DE,0,"12_00_00_00_Instagram Story, Reels Ad _ demkt ",0,B0FD22XT6Q,Promoted,0,0,0,0,Electronics,0,Instagram,0,0
20260326,0,0,GCX,Spigen DE Direct,"Spigen Smart Fold MagFit MagSafe Kartenhalter mit Ständer Kompatibel mit iPhone 17/16/15, andere MagSafe-Modelle und Google Pixel 10-Serie mit Pixelsnap - Schwarz",0900 Wireless Cases,0910 Cases,1,1,0,0,0,Spigen,AMAZON_DE,21,12_00_00_00_Branding_demkt,0,B08S1XM54D,Brand Halo,0,1,0,0,Wireless,0,Zendesk,3,0
20260310,0,0,12_15_04_03_DE_2026 SDD 통합_GA Search_260306_yeseo	,Spigen DE Direct,"Spigen Tesla Model Y 2025 2026 Juniper (Nur Premium & Performance) Ladekantenschutz Kofferraum, Innenraum-Kofferraumschutz, Werkzeugfreie Installation, Hochwertiges TPE, Vollständiger Kantenschutz",1000 Automotive Accessories,1020 Appearance Enhancements/Styling,0,0,0,0,0,Spigen,AMAZON_DE,0,12_15_04_03_DE_2026 SDD 통합_GA Search_260306_yeseo	,0,B0FBHD7RVT,Brand Halo,0,0,0,0,Automotive,0,Google Ads,0,0
20260311,1,0,2026 SDD,Spigen DE Direct,"Spigen Optik Armor für Samsung Galaxy S25 Ultra Hülle mit [Objektivschutz], [Air Cushion Tech] und Anti-Rutsch Design –Abyss Green",,,0,0,0,0,0,Spigen,AMAZON_DE,0,"12_00_00_00_Instagram Story, Reels Ad _ demkt ",0,B0DJ9SZVBL,Promoted,0,0,0,0,Electronics,0,Instagram,0,0
20260311,0,0,12_00_00_00_NoObjective_search_GalaxyS26_Samsung_SEONMIN_260226,Spigen DE Direct,"Spigen Glas.tR EZ Fit Pro Sichtschutz Schutzfolie kompatibel mit Galaxy S26 Plus, 2 Stück, Privacy Schutz, inklusive Installationskit, Kratzfest, 10H+ Härte Folie",0900 Wireless Cases,0970 Screen Protectors,1,1,0,0,1,Spigen,AMAZON_DE,21.84,12_00_00_00_NoObjective_search_GalaxyS26_SEONMIN_260226,1,B0G7Q4KVJJ,Brand Halo,0,3,0,0,Wireless,21.84,Google Ads,3,0
20260315,0,0,12_15_04_23_DE_Galaxy S26 시리즈 전품목 통합(EZ Fit Pro CC/AR/PRV/Optik)_GA Search_260225_yeseo,Spigen DE Direct,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Härte Folie",0900 Wireless Cases,0970 Screen Protectors,1,1,0,0,0,Spigen,AMAZON_DE,17.13,12_15_04_23_DE_Galaxy S26 시리즈 전품목 통합(EZ Fit Pro CC/AR/PRV/Optik)_GA Search_260225_yeseo,0,B0G7QZ7RMD,Brand Halo,0,1,0,0,Wireless,0,Google Ads,3,0
20260324,0,0,S26_Announce,Spigen DE Direct,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,"12_00_00_00_Instagram Story, Reels Ad _ demkt ",0,B0G7QZ7RMD,Brand Halo,0,1,0,0,Wireless,0,Instagram,3,0
20260307,0,0,Google Ads_Search_RE,Spigen DE Direct,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, Schwarz, Individuelle Kameraprotektion, Anti-Kratzer, 9H Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0G7STMFKY,Brand Halo,0,0,0,0,Wireless,0,Google Adwords,0,0
20260329,0,0,12_00_00_00_NoObjective_search_GalaxyS26_Samsung_SEONMIN_260226,Spigen DE Direct,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit Samsung Galaxy S26, 2 Stück, Schwarz, Individuelle Kameraprotektion, Anti-Kratzer, 9H Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_NoObjective_search_GalaxyS26_SEONMIN_260226,0,B0G7RJH146,Brand Halo,0,0,0,0,Wireless,0,Google Ads,3,0
20260306,0,0,3) 브랜드 키워드,Spigen DE Direct,Spigen für iPhone 16 Pro Hülle [Anti-Yellowing] Ultra Hybrid MagFit Case Handyhülle Transparent Dünn Slim Kompatibel mit MagSafe -Neo One,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_03_A_iPhone_GA_Event_Search_26' SDD,0,B0D9MWQBL7,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260310,0,0,12_15_04_03_DE_2026 SDD 통합_GA Search_260306_yeseo	,Spigen DE Direct,"Spigen A721 Laufweste Damen & Herren mit 500 ml Trinkflasche Trinkrucksack für Laufen & Marathon [sicherer Handyhalter, leight] 3L Stauraum, 4-Fach verstellbare Gurte, M/L - Schwarz",53000 Cycling,"53115 Backpacks, Bags & Baskets",0,0,0,0,0,Spigen,AMAZON_DE,0,12_15_04_03_DE_2026 SDD 통합_GA Search_260306_yeseo	,0,B0FVJKQ8MB,Brand Halo,0,0,0,0,Sports,0,Google Ads,0,0
20260302,0,0,Google Ads_Search_RE,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 15 Pro, 2 Stück, Kratzfest, 9H Härte Folie",0200 Wireless Accessories,0275 Data Cables/Software,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0C9RWRD7Y,Brand Halo,0,0,0,0,Wireless,0,Google Adwords,1,0
20260313,2,0,3) 브랜드 키워드,Spigen DE Direct,Spigen iPhone 17 Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_03_A_iPhone_GA_Event_Search_26' SDD,0,B0FD2K58MF,Promoted,0,0,0,0,Electronics,0,Google Ads,0,0
20260320,0,0,12_00_00_00_NoObjective_search_GalaxyS26_Samsung_SEONMIN_260226,Spigen DE Direct,"Spigen Glas.tR AlignMaster S Schutzfolie kompatibel mit iPhone 17 Pro, 2 Stück, Präzise Berührung, Kratzfest, 9H Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_NoObjective_search_GalaxyS26_SEONMIN_260226,0,B0G3P27ZW2,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260317,0,0,pixel10_imagead,Spigen DE Direct,"Spigen Valentinus MagFit MagSafe Kartenhalter 3-Karten Kompatibel mit iPhone 17/16/15, andere MagSafe-Modelle und Google Pixel 10-Serie mit Pixelsnap - Schwarz",0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0BGJT615B,Brand Halo,0,0,0,0,Wireless,0,Google Ads,3,0
20260308,0,0,S26_Announce,Spigen DE Direct,"Apple iPad mit A16 Chip: 11"" Liquid Retina Display, 128 GB, WLAN 6, 12 MP Front /12 MP Rückkamera, Touch ID, Batterie für den ganzen Tag – Silber",1200 Tablets,1210 Tablets Apple,0,0,0,0,0,Apple,AMAZON_DE,0,"12_00_00_00_Instagram Story, Reels Ad _ demkt ",0,B0DZ75RKZH,Brand Halo,0,0,0,0,Pc,0,Instagram,0,0
20260321,1,0,S26_Announce,Spigen DE Direct,Spigen iPhone 17 Pro Max Hülle [Spigen Signature] Ultra Hybrid MagFit Case Handyhülle Transparent Kompatibel mit MagSafe -Frost Black,,,0,0,0,0,0,Spigen,AMAZON_DE,0,"12_00_00_00_Instagram Story, Reels Ad _ demkt ",0,B0FD1RV1BQ,Promoted,0,0,0,0,Electronics,0,Instagram,0,0
20260307,0,0,GA Search_Pixel10a,Spigen DE Direct,"Spigen Liquid Air MagFit Hülle für Google Pixel 10 und Pixel 10 Pro, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] [Made for Google] -Marble Gray",,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_09_A_Pixel 10a_GA Search_hyomi,0,B0F49DSBNK,Brand Halo,0,0,0,0,Electronics,0,Google Ads,0,0
20260308,0,0,GalaxyS26,Spigen DE Direct,Spigen Ultra Hybrid MagFit für Samsung Galaxy S26 Hülle [Anti Vergilbung] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_Instagram_LinkinBio_DEMKT,0,B0FVBKXV4Z,Brand Halo,0,0,0,0,Electronics,0,Instagram,0,0
20260325,0,0,12_00_00_00_NoObjective_search_GalaxyS26_Samsung_SEONMIN_260226,Spigen DE Direct,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Härte Folie",0900 Wireless Cases,0970 Screen Protectors,6,6,0,0,3,Spigen,AMAZON_DE,123.8,12_00_00_00_NoObjective_search_GalaxyS26_SEONMIN_260226,3,B0G7S8J7SJ,Brand Halo,0,6,0,0,Wireless,60.480000000000004,Google Ads,23,0
20260306,0,0,GA Search_Pixel10a,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Google Pixel 9a -Navy Blue,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_09_A_Pixel 10a_GA Search_hyomi,0,B0DJCJ2HW8,Brand Halo,0,0,0,0,Electronics,0,Google Ads,0,0
20260301,0,0,S26_Announce,Spigen DE Direct,"Spigen Ultra Hybrid MagFit für Samsung Galaxy S26 Ultra Hülle [Neo One Edition] [Hightech-Design] Case Handyhülle, Kompatibel mit MagSafe Zubehör -Neo One",,,0,0,0,0,0,Spigen,AMAZON_DE,0,"12_00_00_00_Instagram Story, Reels Ad _ demkt ",0,B0FVBKD8N9,Brand Halo,0,0,0,0,Electronics,0,Instagram,7,0
20260320,0,0,Apple,Spigen DE Direct,Spigen Klasden Tragetasche mit Urban Fit Hülle Case Kompatibel mit AirPods Max 2/1 (2026/2020),1400 Wearables,1410 Smartwatches,0,0,0,0,0,Spigen,AMAZON_DE,0,SDA 26.03 SDD Apple,0,B09V7F8XT5,Brand Halo,0,0,0,0,Wireless,0,Facebook,4,0
20260310,0,0,SDD,Spigen DE Direct,Spigen Slim Armor CS für Samsung Galaxy S26 Ultra Hülle [Eingebautes Kartenfach] Case Handyhülle Kompatibel mit MagSafe –Schwarz,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0FVB4P3R1,Brand Halo,0,0,0,0,Electronics,0,Google Ads,0,0
20260309,0,0,12_15_04_03_DE_2026 SDD 통합_GA Search_260306_yeseo	,Spigen DE Direct,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_15_04_03_DE_2026 SDD 통합_GA Search_260306_yeseo	,0,B0G7QZ7RMD,Brand Halo,0,0,0,0,Wireless,0,Google Ads,3,0
20260330,4,0,S26_Announce,Spigen DE Direct,"Spigen Ultra Hybrid MagFit für Samsung Galaxy S25 Ultra Hülle mit [Anti-Vergilbung], [Air Cushion Tech], MagSafe kompatibel –Clear White",,,0,0,0,0,0,Spigen,AMAZON_DE,0,"12_00_00_00_Instagram Story, Reels Ad _ demkt ",0,B0DJ9TQLD1,Promoted,0,0,0,0,Electronics,0,Instagram,0,0
20260324,1,0,S26_Announce,Spigen DE Direct,"Spigen Optik Armor für Samsung Galaxy S25 Ultra Hülle mit [Objektivschutz], [Air Cushion Tech] und Anti-Rutsch Design –Abyss Green",,,0,0,0,0,0,Spigen,AMAZON_DE,0,"12_00_00_00_Instagram Story, Reels Ad _ demkt ",0,B0DJ9SZVBL,Promoted,0,0,0,0,Electronics,0,Instagram,0,0
20260312,1,0,2026 SDD,Spigen DE Direct,Spigen iPhone 17 Pro Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,,,0,0,0,0,0,Spigen,AMAZON_DE,0,"12_00_00_00_Instagram Story, Reels Ad _ demkt ",0,B0FD28CZDK,Promoted,0,0,0,0,Electronics,0,Instagram,0,0
20260304,0,0,12_15_04_23_DE_Galaxy S26 시리즈 Glas.tR EZ Fit Optik Pro Black 라인업 통합_Facebook_260225_yeseo,Spigen DE Direct,"Spigen Urban Fit Hülle für iPad Air 13 Zoll 7. Gen M3 (2025) / 6. Generation M2 (2024) Case mit Stifthalter Auto Schlaf/Wach Funktion stoßfeste, schlanke Schutzhülle mit veganem Veloleder - Schwarz",900 Accessories,936 Graphics tablets,0,0,0,0,0,Spigen,AMAZON_DE,0,12_15_04_23_DE_Galaxy S26 시리즈_Facebook_260225_yeseo,0,B0CW2DWJ42,Brand Halo,0,0,0,0,Pc,0,Facebook,0,0
20260301,0,0,GCX,Spigen DE Direct,"Spigen Tesla Model Y Juniper (Nur Premium & Performance 2025 2026) Mittelkonsole Abdeckung für Kabelloses Ladepad [Ultradünnes 0,8mm Design] Silikonabdeckung für Model Y Juniper 2025 Zubehör - Schwarz",8000 Automotive Equipment & Tools (263),,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_Branding_demkt,0,B0FCJC4QW4,Brand Halo,0,0,0,0,Electronics,0,Zendesk,1,0
20260312,0,0,12_00_00_00_DE_IG/FB_S26Teaser_SEONMIN_0224,Spigen DE Direct,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_DE_S26_MKT_SEONMIN_202602,0,B0G7S8J7SJ,Brand Halo,0,0,0,0,Wireless,0,Instagram,7,0
20260330,0,0,12_00_00_00_NoObjective_search_GalaxyS26_Samsung_SEONMIN_260226,Spigen DE Direct,"Spigen Glas.tR EZ Fit Optik Pro Kameraschutz kompatibel mit Samsung Galaxy S26, 2 Stück, Schwarz, Individuelle Kameraprotektion, Anti-Kratzer, 9H Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_NoObjective_search_GalaxyS26_SEONMIN_260226,0,B0G7RJH146,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260306,0,0,pixel10_imagead,Spigen DE Direct,"Spigen Liquid Air MagFit Hülle für Google Pixel 10 Pro XL, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] [Made for Google] -Schwarz",,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0F497T8NG,Brand Halo,0,0,0,0,Electronics,0,Google Ads,0,0
20260310,0,0,GalaxyS26_DemandGen,Spigen DE Direct,"Spigen Ultra Hybrid MagFit Hülle für Samsung Galaxy S25 Ultra, Kompatibel mit MagSafe -Zero One Black",,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0DJ9TLYGX,Brand Halo,0,0,0,0,Electronics,0,Google Ads,0,0
20260305,0,0,경쟁사키워드,Spigen DE Direct,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0G7S8J7SJ,Brand Halo,0,0,0,0,Wireless,0,Google Ads,0,0
20260315,0,0,12_00_00_00_NoObjective_search_GalaxyS26_Samsung_SEONMIN_260226,Spigen DE Direct,"Spigen Glas.tR EZ Fit Pro Sichtschutz Schutzfolie kompatibel mit Galaxy S26 Plus, 2 Stück, Privacy Schutz, inklusive Installationskit, Kratzfest, 10H+ Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_NoObjective_search_GalaxyS26_SEONMIN_260226,0,B0G7Q4KVJJ,Brand Halo,0,0,0,0,Wireless,0,Google Ads,3,0
20260331,0,0,Google Ads_Search_RE,Spigen DE Direct,"Spigen Valentinus MagFit MagSafe Kartenhalter 3-Karten Kompatibel mit iPhone 17/16/15, andere MagSafe-Modelle und Google Pixel 10-Serie mit Pixelsnap - Schwarz",0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0BGJT615B,Brand Halo,0,0,0,0,Wireless,0,Google Adwords,1,0
20260307,0,0,브랜드키워드,Spigen DE Direct,Spigen Ultra Hybrid MagFit für Samsung Galaxy S26 Ultra Hülle [Anti Vergilbung] Case Handyhülle Transparent Kompatibel mit MagSafe -Frost Black,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0FVBKG9ZP,Brand Halo,0,0,0,0,Electronics,0,Google Ads,0,0
20260316,0,0,12_00_00_00_NoObjective_search_GalaxyS26_Samsung_SEONMIN_260226,Spigen DE Direct,"Spigen Glas.tR EZ Fit Pro Sichtschutz Schutzfolie kompatibel mit Galaxy S26, 2 Stück, Privacy Schutz, inklusive Installationskit, Kratzfest, 10H+ Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_NoObjective_search_GalaxyS26_SEONMIN_260226,0,B0G7RYP439,Brand Halo,0,0,0,0,Wireless,0,Google Ads,1,0
20260320,0,0,12_15_04_23_DE_Galaxy S26 시리즈 전품목 통합(EZ Fit Pro CC/AR/PRV/Optik)_GA Search_260225_yeseo,Spigen DE Direct,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Google Pixel 10, Pixel 10 Pro, Pixel 9, Pixel 9 Pro, 2 Stück, Kratzfest, inklusive Installationskit, Kristallklar, 9H Härte Folie",0900 Wireless Cases,0970 Screen Protectors,0,0,0,0,0,Spigen,AMAZON_DE,0,12_15_04_23_DE_Galaxy S26 시리즈 전품목 통합(EZ Fit Pro CC/AR/PRV/Optik)_GA Search_260225_yeseo,0,B0D851Z6N8,Brand Halo,0,0,0,0,Wireless,0,Google Ads,2,0
20260310,0,0,12_15_04_03_DE_2026 SDD 통합_GA Search_260306_yeseo	,Spigen DE Direct,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy Watch 7 40mm (2024) - Matt Schwarz,1400 Wearables,1410 Smartwatches,0,0,0,0,0,Spigen,AMAZON_DE,0,12_15_04_03_DE_2026 SDD 통합_GA Search_260306_yeseo	,0,B0D4G43WY2,Brand Halo,0,0,0,0,Wireless,0,Google Ads,0,0
20260303,0,0,경쟁사키워드,Spigen DE Direct,Spigen Ultra Hybrid Hülle Kompatibel mit Samsung Galaxy S25 Ultra -Crystal Clear,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0DJ9TJYT9,Brand Halo,0,0,0,0,Electronics,0,Google Ads,0,0
20260316,2,0,S26_Announce,Spigen DE Direct,"Spigen NanoPop MagFit Hülle für Google Pixel 10 und Pixel 10 Pro, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] [Made for Google] -Blueberry Navy",,,0,0,0,0,0,Spigen,AMAZON_DE,0,"12_00_00_00_Instagram Story, Reels Ad _ demkt ",0,B0F49G9S89,Promoted,0,0,0,0,Electronics,0,Instagram,0,0
20260309,0,0,SDD,Spigen DE Direct,"Spigen Liquid Air MagFit für Samsung Galaxy S26 Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz Case Handyhülle, Kompatibel mit MagSafe –Matte Black",,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_23_A_Galaxy S26 Series_GA Search_SubKeyword_hyomi,0,B0FVBMZYJX,Brand Halo,0,0,0,0,Electronics,0,Google Ads,0,0
20260328,0,0,Google Ads_Search_RE,Spigen DE Direct,Spigen Liquid Air Hülle für Samsung Galaxy A56 5G [Anti-Rutsch] Militärschutz Handyhülle mit Stoßfesten Schutzecken Case – Matte Black,0900 Wireless Cases,0910 Cases,0,0,0,0,0,Spigen,AMAZON_DE,0,12_00_00_00_GoogleAds_DEMKT,0,B0DQ64HR5T,Brand Halo,0,0,0,0,Wireless,0,Google Adwords,1,0
20260324,1,0,4) 스크린 프로텍터 키워드,Spigen DE Direct,Spigen iPhone 17 Pro Hülle [Spigen Signature] Ultra Hybrid MagFit [Dura Clear Tech] Case Handyhülle Transparent Kompatibel mit MagSafe -Clear White,,,0,0,0,0,0,Spigen,AMAZON_DE,0,12_11_01_03_A_iPhone_GA_Event_Search_26' SDD,0,B0FD28CZDK,Promoted,0,0,0,0,Electronics,0,Google Ads,0,0
